gene	earlyCount	lateCount	pVal	pVal.adj	percentChange	logChange	plotScore	geneLabel
LOC105375304	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NUPL2	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
CDC26	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PLIN2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
RPS6KA6	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
AXDND1	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
LOC101927877	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC02081	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PLIN4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ADCY3	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
MLC1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TAF1D	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PRTG	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
MYH13	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
COPS8	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PPARGC1B	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PART1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
VCAN	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
RGS17	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MTCH2	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
CCT7	15	5	0.39594361993254457	0.8763995870714139	49.74851394604481	-0.5825416862640815	0.13193314242545748	
COL6A5	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC00635	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
HMGN2	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
ANO4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC01250	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LCT	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
YBEY	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TFIP11	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
PCOLCE2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
HRH2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
EDNRB	2	1	0.4566307570535024	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
RSPH1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
FAXDC2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PELO	8	3	0.4363709740580474	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
PAPPA	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TAB3-AS1	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC101928324	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CTSD	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
IQSEC3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
C12orf50	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC100505555	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
C2orf49	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MTCH1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LRCH2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
FASLG	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SESN2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ANKRD22	7	3	0.40535350177673657	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
LINC00332	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MANBAL	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
SPDYE1	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
AK8	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
ELOVL1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SLC22A24	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
JAM3	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
DEPDC7	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
KIF5A	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
ZNF576	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LAPTM4A	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SERHL	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GALNT15	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TMPRSS11E	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
LOC101927190	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZFP2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LGSN	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SLC39A4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
KANK4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TMEM230	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
H6PD	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
FBXW7-AS1	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NPC1L1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
FREM3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
THSD7B	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
LINC02107	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC01492	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ECHDC2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZBTB16	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
LINC02453	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
C2orf80	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZNF341-AS1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC02043	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ARHGEF26-AS1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC101927950	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
FAM71F1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
RASA4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NOX1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NFASC	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC283140	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
DCAF13P3	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
N4BP2L2-IT2	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CNGB3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC01359	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SOX6	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
SLC22A11	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GNRHR	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MAP7D2	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
MED21	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
KCNK10	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MAPT	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ODC1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LSM14B	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
STPG2-AS1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NPR3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PTAFR	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ILVBL	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
BORCS7	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PLEKHS1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
STEAP3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PLA2R1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PTPRF	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC01339	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
COL4A6	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CDC42EP2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CFAP20	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
VAMP5	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC00877	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TNN	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NODAL	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC02424	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
AKR1B1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SLC26A7	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
C9orf40	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
EPS8L2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZNF354A	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
XRCC6P5	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TMCC2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
DHRS13	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GREB1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
RWDD4	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
LINC01032	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
RPL11	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GAS5	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NRG4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CD7	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TMEM173	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC02288	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LYG1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CXorf65	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PLD5	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
MIR4748	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
KIAA1211L	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC105374972	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GBP6	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC283194	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LIG4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC105373021	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SLC35G2	2	1	0.4566336264916559	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SLC9A2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MRPL40	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
HHLA1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GLUL	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CSF3R	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CR1	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
LIPA	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
METTL7A	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
VWA3A	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GPT2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
FHL2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
EGOT	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
FER1L6-AS1	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ANKRD34C-AS1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TOR3A	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZNF732	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC100506804	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GRAMD4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC02042	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TP53INP1	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
BMS1P14	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CACNA2D4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TMC3-AS1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ROCK1P1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TMEM45A	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC102724484	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TP53TG1	8	3	0.4363677878382272	0.8763995870714139	68.46707818930042	-0.7524666877063941	0.13193314242545748	
GYG2P1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZBTB48	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
OTOF	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SUGT1P1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC101928195	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MIB2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC01876	7	3	0.4053543643523852	0.8763995870714139	92.53380364491476	-0.9451117656487898	0.13193314242545748	
LINC00334	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ACOX3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
DHRS12	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SYNC	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
KANK3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SLC27A6	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZNF578	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CR1L	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NAALADL2-AS2	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
IL24	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CHST3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
C16orf74	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PTMS	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC101929596	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
KCNMB3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CNP	2	1	0.4566307570535024	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
DDR2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
GUCY2C	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZNF90	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ARNT2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SMCR8	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
BST2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
EXOSC2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
OR9Q1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
RETSAT	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PRRG1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TDRD5	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PIPSL	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CHST10	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MIR3936HG	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
STX1A	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC105378311	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TPTE2P1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC00448	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
AAED1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC02548	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LINC00428	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
SCG3	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CERNA1	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CD200R1L	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MEGF10	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TOR1B	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
RIBC1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
AHDC1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TGM1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC400867	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ADH6	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC645177	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ACSM4	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
CLN6	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
C16orf46	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZNF14	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NLRP12	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
KIR3DX1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
ZNF80	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TRAPPC3L	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
MCMDC2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TSTD2	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
FCRL1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
LOC283387	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
PGPEP1L	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
VIT	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
TNFAIP8L3	2	1	0.4566329795247825	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
AANAT	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
NBPF25P	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
THSD1	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
HOPX	2	1	0.4566314040205058	0.8763995870714139	124.62277091906724	-1.1675041869852378	0.13193314242545748	
